Parafia	url	niedzielne	powszednie	debug_url
Parafia pw. św. Ojca Pio z Pietrelciny	http://www.pio.archpoznan.pl 	Msze św. w niedziele: ; 8.00, 9.30, 11.00, 12.15, 18.30	Msze św. w dni powszednie: 8.00, 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,260/Itemid,/
Parafia pw. św. Rocha	http://www.swroch.archpoznan.pl	Msze św. w niedziele: 7:00, 8:00, 9:30, 11:00, 12:15, 15:00, 18:00, 20:00	Msze św. w dni powszednie: 7:00, 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,215/Itemid,/
Parafia pw. św. Stanisława Bpa i M.	http://www.stanislawbpm.archpoznan.pl 	Msze św. w niedziele: godz. 8.00, 9.30 (dla młodzieży) godz. 11.00 (dla dzieci, godz. 12.30, godz. 18.30; podczas wakacji: godz. 8.00, godz. 10.00, godz. 12.00, godz. 18.30	Msze św. w dni powszednie: godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,222/Itemid,/
Parafia pw. św. Stanisława Kostki	http://www.stanislawkostka.pl	Msze św. w niedziele: sobota godz. 18.30; niedziela godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00 (dla dzieci) godz. 12.30, godz. 15.00, godz. 17.00 9dla młodzieży) godz. 18.30, godz. 20.00 (dla młodzieży studiującej) dodatkowo: w kaplicy św. Michała Archanioła godz. 9.45 dla m. dzieci, godz. 11.00)	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,259/Itemid,/
Parafia pw. św. Wawrzyńca	http://www.poznan.pallotyni.info	Msze św. w niedziele: 6:30 – recytowana, 8:00, 9:30 – dla gimnazjalistów i licealistów, 11:00 – dla rodzin z dziećmi w wieku szkolnym, 12:30 – suma, 16:00 – dla rodziców z dziećmi w wieku przedszkolnym (z wyjątkiem lipca i sierpnia), 17:00 (z wyjątkiem lipca i sierpnia), 19:00 – dla studentów	Msze św. w dni powszednie: 6:30 – recytowana, 7:30, 15:00 (z Koronką do Miłosierdzia Bożego), 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,195/Itemid,/
Parafia pw. św. Wojciecha	http://www.swietywojciech.archpoznan.pl	Msze św. w niedziele: sob.: 18:30; nd.: 08:00, 09:30, 11:00, 12:15, 18:00, 20:15 (akademicka)	Msze św. w dni powszednie: 08:30, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,242/Itemid,/
Parafia pw. Świętego Krzyża	http://www.swietykrzyz.org.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:30, 15:00 (z wyjątkiem lipca i sierpnia), 18:30, 20:30 (tylko w lipcu i sierpniu)	Msze św. w dni powszednie: 8:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,206/Itemid,/
Parafia pw. Świętej Rodziny	http://www.swietarodzina.com	Miesiące wakacyjne (VII i VIII): dni powszednie 8.00 i 18.00; niedziela i święta nie jest odprawiana Msza św. o 14.30 i 18.00	Dni powszednie: 7.00, 8.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,205/Itemid,/
Parafia pw. Świętej Trójcy	http://www.swtrojca.archpoznan.pl	Msze św. w niedziele: godz. 7.00, godz. 8.45, godz. 10.00, godz. 11.15 dla dzieci, godz. 12.30, godz. 19.00 (21.00 - czerwiec, lipiec, sierpień)	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 17.30, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,241/Itemid,/
Parafia pw. Świętych Aniołów Stróżów	http://www.aniol.org.pl	Msze św. w niedziele: godz. 7.30, godz. 9.30, godz. 11.00 (z udziałem dzieci) godz. 12.15 (z wyjątkiem VII i VIII) godz. 18.30 dodatkowo po Gorzkich Żalach godz. 15.45	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,258/Itemid,/
Parafia pw. Wniebowstąpienia Pańskiego		Msze św. w niedziele: 7:30, 9:00, 10:30, 11:45, 13:00, 18:00, 20:00 - z wyjątkiem lipca i sierpnia	Msze św. w dni powszednie: 7:00, 18:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,257/Itemid,/
Parafia pw. Wniebowzięcia NMP	http://wniebowzieta.archpoznan.pl	Msze św. w niedziele: sobota: 18:00; niedziela: 8:00, 10:00, 12:00; VII i VIII 8:00, 11:00; VIII 19:00	Msze św. w dni powszednie: pon., śr., pt. 18:00; wt. i czw. 8:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,214/Itemid,/
Parafia pw. Wszystkich Świętych	http://www.grobla.info	Msze św. w niedziele: godz. 8.30, godz. 10.30, godz. 12.00	Msze św. w dni powszednie: godz. 8.30 (sobota godz. 8.30, 18.30)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,240/Itemid,/
Parafia pw. Zmartwychwstania Pańskiego	http://www.poznan.zmartwychwstancy.pl	Msze św. w niedziele: VII-VIII - 7:00, 8:00, 9:30, 11:00, 12:30, 19:00; I-VI i IX-XII - 7:00, 8:00, 9:30, 11:00, 12:30, 14:00, 19:00	Msze św. w dni powszednie: VII-VIII - 7:00, 8:00, 18:30; I-VI i IX-XII - 6:00, 7:00, 8:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,239/Itemid,/
Parafia pw. Zwiastowania Pańskiego	http://parafiazwiastowania.pl	Msze św. w niedziele i święta: godz. 10:15, godz. 21:00	Msze św. w dni powszednie: godz. 18:00	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,1205/
Parafia pw. św. Mikołaja		Msze św. w niedziele: godz. 8.00, godz. 10.30, godz. 14.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,387/Itemid,/
Parafia pw. św. Jana Chrzciciela		Msze św. w niedziele: Przemęt: sobota 18.00 - czas zimowy, czas letni - 19.00, niedziela 7.00, 9.15, 11.00, 14.00 (czas zimowy) 18.00; Starkowo: sobota 18.00; niedziela 10.00; Górsko: sobota 19.00; niedziela 10.30; Nowawieś: sobota 17.45; niedziela 8.15	Msze św. w dni powszednie: 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,267/
Parafia pw. św. Antoniego Padewskiego	http://www.parafiaprzezmierowo.pl	Msze św. w niedziele: 7:30, 9:30, 11:00, 12:30, 18:00	Msze św. w dni powszednie: 7:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,276/
Parafia pw. NMP Wniebowziętej		Msze św. w niedziele: godz. 7.30, godz. 11.00; Gnuszyn godz. 9.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,185/
Parafia pw. św. Ap. Piotra i Pawła		Msze św. w niedziele: godz. 8.30, godz. 11.00	Msze św. w dni powszednie: godz. 18.30 (zimą godz. 16.30; czas kolędowania godz. 15.00)	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,59/
Parafia pw. Matki Boskiej Częstochowskiej	http://www.pudliszki.powiatgostyn.pl/Ogloszenia_Duszpasterskie_,3794.html	Msze św. w niedziele: sobota godz. 18.00, niedziela godz. 8.00, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,110/
Parafia pw. Matki Boskiej Wniebowziętej	http://www.parafiapuszczykowo.pl	Msze św. niedzielne: 8:00, 9:30, 11:00, 12:30, 18:00	Msze św. w dni powszednie: 8:00, 18:00; w I piątek 15:00 z nabożeństwem do Miłosierdzia Bożego	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,137/
Parafia pw. św. Józefa Oblubieńca NMP	http://www.jozefpuszczykowo.pl	Msze św. w niedziele: 7.00, 9.00, 10.30 z udziałem dzieci/, 12.00, 18.00 /VI-VIII godz.21.00/	Msze św. w dni powszednie: 7.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,136/
Parafia pw. św. Stanisława Kostki i św. Jerzego		Msze św. w niedziele: godz. 8.00, godz. 11.00; Stary Lubasz godz. 9.30	Msze św. w dni powszednie: Racot, pn., śr., pt.,godz. 18.30, sob godz. 18.00; Stary Lubosz wt., cz., godz. 17.30, sob godz. 16:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,90/
Parafia pw. św. Walentego		Msze św. w niedziele: godz. 8.00, godz. 11.00, godz. 16.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,164/
Parafia pw. św. Marcina i św. Stanisława Bpa	http://www.parafiarakoniewice.pl	Msze św. w niedziele: 08:00, 10:00, 11:15, 17:00	Msze św. w dni powszednie: 07:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,386/
Parafia pw. Chrystusa Króla i Zwiastowania NMP	http://fara.rawicza.pl	Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 9.30, godz. 11.00, godz. 12.00, godz. 16.00, godz. 18.30; w lipcu i sierpniu dodatkowo o godz. 21.00 (nie ma Mszy o godz. 16.00)	Msze św. w dni powszednie: godz. 7.00, godz. 8.30, godz. 18.30; w lipcu i sierpniu nie ma Mszy o godz. 7.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,289/
Parafia pw. św. Andrzeja Ap.	http://www.sarnowa.archpoznan.pl	Msze św. w niedziele: godz. 8.00 - suma, 10.00 - młodzież , 11.30 - dla dzieci	Msze św.w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,288/
Parafia pw. św. Andrzeja Boboli	http://www.parafiabobola.pl	Msze św. w niedziele: 8.00, 9.30, 10.30 - Dębno Polskie, 11.00, 12.15, 18.30	Msze św. w dni powszednie: 8.00, 17.30, 18.30; w sobotę: 8.00 i 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,287/
Parafia pw. św. Ap. Piotra i Pawła		Msze św. w niedziele: 8:00, 11:00; Łuszkowo 9:30	Msze św. w dni powszednie: 19:00 - czas letni, 18:00 - czas zimowy	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,118/
Parafia pw. św. Józefa Rzemieślnika	http://www.jozefrobakowo.archpoznan.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: w czwartki godz. 7.30; pozostałe dni godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,103/
Parafia pw. św. Marcelina		Msze św. w niedziele: Rogalin: 8:00, 11:30; Radzewice: 10:00	Msze św. w dni powszednie: Rogalin: poniedziałek, czwartek piątek - 18:00 (w okresie zimowym 16:00), wtorek 8:00, sobota 17:00 (w okresie zimowym 16:00); Radzewice: środa 18:00 (w okresie zimowym 16:00), sobota 18:30 (w okresie zimowym 17:30)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,102/
Parafia pw. św. Michała Archanioła i Matki Bożej Wspomożenia Wiernych		Msze św. w niedziele: w czasie letnim o godz. 7.00, godz. 9.00, godz. 11.00; w czasie zimowym godz. 8.00, godz. 10.00, godz. 12.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,250/
Parafia pw. Chrystusa Króla		Msze św. w niedziele: 8:00, 9:30, 11:00, 18:00	Msze św. w dni powszednie: 18:00, poza środą - 9:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,325/
Parafia pw. św. Stanisława Bpa	http://www.parafiarosko.pl	Msze św. w niedziele: godz. 8.00, godz. 11.00, sobota godz. 18.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,374/
Parafia pw. św. Katarzyny	http://parafia-roznowo-lukowo.pl 	Msze św. w niedziele: godz. 8.00, godz. 11.30; sobota: latem - 19.00, zimą-18.00	Msze św. w dni powszednie: zimą o godz. 18.00; latem o godz. 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,174/
Parafia pw. św. Urszuli	http://www.parafiaruchocice.pl	Msze św. w niedziele: 8:00, 11:00; Gnin: 9:30	Msze św. w dni powszednie: 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,58/
Parafia pw. św. Wojciecha		Msze św. w niedziele: 8.00, 9.30, 11.00	Msze św. w dni powszednie: : poniedziałek, środa, piątek i sobota 18.00, wtorek i czwartek 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,12/
Parafia pw. św. Mikołaja		Msze św. w niedziele: 7:30, 9:00; Skrzetusz: 10:15, 11:30; Wiardunki: 18:00	Msze św. w dni powszednie: pon. i śr. 8:00, 18:00, pozostałe dni 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,30/
Parafia pw. św. Stanisława Bpa	http://www.parafiarydzyna.pl	Msze św. w niedziele: 7:30, 9:30, 11:30, 18:00	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,293/
Parafia pw. św. Andrzeja Boboli		Msza św. w niedziele: godz. 8.39, godz. 11.00, godz. 16,00 (wiosna, lato), godz. 8.30, godz.11.00 (jesień, zima)	Msza św. w dni powszednie: godz. 18.30 (wiosna, lato), godz. 18.00, godz. (jesień, zima)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,57/
Parafia pw. Niepokalanego Serca NMP i św. Wojciecha		Msze św. w niedziele: 8:00, 10:30	Msze św. w dni powszednie: 18:00, lipiec i sierpień 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,21/
Parafia pw. św. Michała Archanioła		Msze św. w niedziele: godz. 8.30, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: godz. 18.00 w porze zimowej godz. 17.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,402/
Parafia pw. św. Mikołaja	http://www.siedlec.archpoznan.pl	Msze św. w niedziele: godz. 9.00, godz. 11.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,78/
Parafia pw.św. Jadwigi		Msze św. w niedziele: 8:30, 10:00, 11:30	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,77/
Parafia pw. Niepokalanego Poczęcia NMP		Msze św. w niedziele: 8:00, 10:30	Msze św. w dni powszednie: 18:00 - okres zimowy, 19:00 - okres letni	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,266/
Parafia pw. Podwyższenia Krzyża Świętego i św. Marii Magdaleny		Msze św. w niedziele: godz. 8.00, godz. 10.00	Msze św. w dni powszednie: okres zimowy godz. 17.00, okres letni godz. 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,48/
Parafia pw. NMP Niepokalanie Poczętej	http://www.parafia.sierakow.pl	Msze św. w niedziele: w kościele parafialnym w Sierakowie: 7:00, 8:30, 9:45, 11:30, 18:30; w kaplicy Sióstr Elżbietanek: 7:00; w kościele filialnym w Zatomiu Starym: 11:00; w lipcu i sierpniu w Ośrodku Sportu i Rekreacji: 10:00	Msze św. w dni powszednie: w kościele parafialnym: 8.30, 18:30; w kaplicy Sióstr Elżbietanek: 7:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,393/
Parafia pw. św. Józefa		Msze św. w niedziele: Jabłonka Stara 8:30; Silna 10:00; Stoki 11:30	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,155/
Parafia pw. św. Katarzyny		Msze św. niedzielne: 8:30, 10:30	Msze św. w dni powszednie: 17:00 - zimą, 18:00 - latem	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,70/
Parafia pw. św. Marcina i św. Wincentego M.	http://www.parafiaskorzewo.pl	Msze św. w niedziele: 8:00, 9:30, 11:00 ( dla dzieci szkolnych) , 12:30( dla rodziców z małymi dziećmi), 18:00 (z udziałem młodzieży). W lipcu i sierpniu: 8:00, 9:30, 11:00 i 18:00	Msze św. w dni powszednie: 8:00 i 18:00 W lipcu i sierpniu : poniedziałek., środa, piątek, sobota 18:00, wtorek , czwartek 8:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,275/
Parafia pw. Wszystkich Świętych		Msze św. w niedziele: Słupia godz. 8.30, godz. 11.30; Jeziorki godz. 10.00; Sapowice (sobota) godz. 18.00	Msze św. w dni powszednie: Słupia godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,305/
Parafia pw. św. Katarzyny	http://slupiakapitulna.pl	Msze św. w niedziele: godz. 8.30, godz. 10.30	Msze św. w dni powszednie: październik-kwiecień godz. 18.00; maj - wrzesień godz. 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,286/
Parafia pw. Najświętszego Serca Pana Jezusa	http://www.smolice.eu	Msze św. w niedziele: 8:00, 10:30	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,69/
Parafia pw. św. Jakuba Większego Ap.		Msze św. niedzielne: 8:30, 10:00	Msze św. w dni powszednie:	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,285/
Parafia pw. Narodzenia NMP	http://www.sanktuariumsobota.pl	Msze św. w niedziele: 7:30, 9:00, 11:00	Msze św. w dni powszednie: 18:00 XI-III; 19:00 IV-X	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,323/
Parafia pw. Matki Boskiej Częstochowskiej		Msze św. w niedziele: 8:00, 11:00	Msze św. w dni powszednie: poniedziałek, środa, piątek i sobota: 17:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,384/
Parafia pw. św. Katarzyny	http://www.esolec.pl/	Msze św. w niedziele: Solec: sobota: 18.00, niedziela: 8.30 (z wyj. VII i VIII), 11.30; Witowo: sobota: 16.30 (z wyj. VII i VIII), niedziela: 10.00	Msze św. w dni powszednie: Solec: 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,163/
Parafia pw. św. Bartłomieja	http://www.parafiastarebojanowo.pl	Msze św. w niedziele: w kościele św. Teresy: 8:00, 9:30, 11:00; w niedziele wakacyjne: 8:00, 10:00	Msze św. w dni powszednie: w kościele św. Bartłomieja codziennie o 18:00, w środy o 8:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,336/
Parafia pw. NMP Pocieszenia i św. Mikołaja		Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,89/
Parafia pw. Wszystkich Świętych	http://www.parafiastarybialcz.pl	Msze św. niedzielne: 8:00, 10:00	Msze św. w dni powszednie: 17:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,335/
Parafia pw. Wniebowzięcia NMP		Msza św. w niedziele: 8.00, 11.00	Msze św. w dni powszednie: 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,88/
Parafia pw. św. Marcina	http://www.starygostyn.archpoznan.pl	Msze św. w niedziele: 8.00, Filia Gola 9.30, 11.00	Msze św. w dni powszednie: pn. 18.30, wt. 8.00 ,śr. 18.30,czw. 18.30, pt. 18.30, sb. Filia Gola 17.00, 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,51/
Parafia pw. Świętej Trójcy		Msze św.w niedziele: kościół parafialny: godz. 7.30, godz. 10.00, godz. 11.15,godz. 15.00, godz. 18.00; kościół filialny Niepokalanego Poczęcia NMP godz. 9.00(nie ma w wakacje); lipiec sierpień kościół parafialny godz. 7.30, godz. 10.00, godz. 16.30, godz. 18.00	Msze św. w dni powszednie: kościół parafialny: godz. 7.30, godz. 18.30 (X-III: godz. 18.00); Sanktuarium: godz. 7.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,304/Itemid,/
Parafia pw. św. Maksymiliana Marii Kolbego		Msze św. w niedziele: godz. 8.00, godz. 11.00;	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,303/
Parafia pw. św. Marcina Bpa		Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,47/
Parafia pw. Najświętszego Serca Pana Jezusa	http://www.parafiasuchylas.pl 	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30, godz. 18.00;	Msze św. w dni powszednie: godz. 17.00, godz. 18.00; I piątek m-ca godz. 8.00, godz. 17.00, godz. 18.00 (w VII i VIII godz. 18.00)	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,229/
Parafia pw. Chrystusa Króla	http://www.sulecinek.archpoznan.pl	Msze św. w niedziele: 8.30 i 11.00; sobota - 18.00	Msze św. w dni powszednie: 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,1213/Itemid,118/
Parafia pw. Chrystusa Jedynego Zbawiciela	http://chjz.org.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, 10.30, godz. 12.00, godz. 13.00, godz. 19.00	Msze św. w dni powszednie: godz. 17.30, godz. 18.30; sobota: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,318/
Parafia pw. Matki Bożej Miłosierdzia	http://www.ostrobramska.info 	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.15, godz. 11.30, godz. 13.00, godz. 20.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00 (w poniedziałek godz. 19.00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,317/
Parafia pw. Matki Bożej Wspomożycielki Wiernych	http://www.parafiambww.pl	Msze św. w niedziele: 7:30, 9:30, 11:00, 12:30, 18:00; w lipcu i sierpniu: 7:30, 9:30, 11:00, 20:00	Msze św. w dni powszednie: 7:30, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,316/
Parafia pw. św. Józefa Rzemieślnika	http://www.jozefswarzedz.archpoznan.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30 z wyjątkiem lipca i sierpnia, godz. 19.00	Msze św. w dni powszednie: poniedziałek, wtorek, czwartek i sobota godz. 18.00, środa i piątek godz. 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,315/
Parafia pw. św. Marcina		Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 10.00, godz. 11.15, godz. 13.00, godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.00, (latem 18.30)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,314/
Parafia pw. Matki Bożej Pocieszenia i św. Stanisława Bpa	http://www.kolegiata.pl 	Msze św. w niedziele: godz. 7.00, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.30	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,322/
Parafia pw. Świętego Krzyża		Msze św. w niedziele: godz. 7.00, godz. 8.00, godz.9.45, godz. 11.00, godz. 12.00, godz. 18.00	Msze św. w dni powszednie: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,321/
Parafia pw. św. Marcina Bpa		Msze św. w niedziele: godz. 8.00, godz. 10.30	Msze św. w dni powszednie: od IV do IX godz. 19.00; I,II,III,X,XI,XII godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,68/
Parafia pw. NMP Wniebowziętej		Msze św. niedzielne: 7:00, 8:30, 10:00, 11:30, 18:00	Msze św. w dni powszednie: 7:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,334/
Parafia pw. św. Marcina	http://www.parafiasnieciska.pl 	Msze św. w niedziele: godz. 8.30, godz. 10.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,101/
Parafia pw. Bł. Michała Kozala Bpa i M.	http://www.kozal.srem.info 	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,356/
Parafia pw. Ducha Świętego	http://www.duch-srem.pl	Msze św. w niedziele: 8.00 Pysząca, 9.00, 10.30, 12.00, 15.00, 17,00	Msze św. w dni powszednie: 9.00, 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,355/
Parafia pw. Najświętszego Serca Jezusa	http://nsjsrem.pl	Msze św. w niedziele: godz. 7.00, godz. 8.00, godz. 9.00, godz. 10.15, godz. 11.30, godz. 12.45, godz. 19.00, godz.20.00	Msze św. w dni powszednie: pon.-pt. godz. 7.00, godz. 18.00, godz. 18.30; sob. godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,354/
Parafia pw. NMP Wniebowziętej		Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.15, godz. 12.15, godz. 18.00; kościół pofranciszkański godz. 16.00; kaplica Mechlin godz. 9.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,353/
Parafia pw. Najświętszego Serca Jezusa	http://www.nsjsroda.archpoznan.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 14.30, godz. 17.00	Msze św. w dni powszednie: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,344/
Parafia pw. Wniebowzięcia NMP	http://www.kolegiata.sroda.wlkp.pl	Msze św. w niedziele: 7:00, 8:30, 10:00, 11:30, 12:45, 19:00	Msze św. w dni powszednie: 7:00, 8:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,343/
Parafia pw. św. Józefa	http://www.jozef-sroda.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,342/
Parafia pw. św. Łukasza Ewangelisty		Msze św. w niedziele: 7:15, 9:00, 10:30	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,117/
Parafia pw. św. Jakuba Większego Ap.		Msze św. w niedziele: 8:00, 10:00, 11:15	Msze św. w dni powszednie: 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,365/
Parafia pw. Wszystkich Świętych	http://www.parafiatarnowopodgorne.pl/	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18:30, lipiec i sierpień Msza św. wieczorna o godz. 20:00	Msze św. w dni powszednie: godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,274/
Parafia pw. św. Barbary		Msze św. w niedziele: sob. godz. 18.00, nd.Tomice godz. 8.00, godz. 11.30; Skrzymki godz. 9.45	Msze św. w dni powszednie: godz. 18.00, Skrzynki w czwartki godz. 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,302/
Parafia pw. Świętej Trójcy		Msze św. w niedziele: Tuchorza godz. 8.30, 11.30; Boruja godz. 10.00	Msze św. w dnio powszednie: godz. 17.00 zimą, godz. 18.00 latem	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,401/
